row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
779,AMERICAN ORTHOPAEDIC ASSOCIATION,,136118458,ROSEMONT,IL,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
780,AMERICAN PARKINSON DISEASE ASSOC,,131962771,STATEN ISLAND,NY,501(C)3,9700,,FOR RECIPIENT'S EXEMPT PURPOSE
781,AMERICAN PHILOSOPHICAL SOCIETY,,231353269,PHILADELPHIA,PA,501(C)3,63500,,FOR RECIPIENT'S EXEMPT PURPOSE
782,AMERICAN PLAYERS THEATRE OF WISCONSIN INC,,391583361,SPRING GREEN,WI,501(C)3,72000,,FOR RECIPIENT'S EXEMPT PURPOSE
783,AMERICAN POETRY REVIEW,,231930589,PHILADELPHIA,PA,501(C)3,33000,,FOR RECIPIENT'S EXEMPT PURPOSE
784,AMERICAN PRAIRIE FOUNDATION,,810541893,BOZEMAN,MT,501(C)3,559500,,FOR RECIPIENT'S EXEMPT PURPOSE
785,AMERICAN PRINCIPLES PROJECT FOUNDATION,,264442148,ARLINGTON,VA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
786,AMERICAN PROMISE EDUCATION FUND INC,,474601462,CONCORD,MA,501(C)3,75500,,FOR RECIPIENT'S EXEMPT PURPOSE
787,AMERICAN PROSPECT INC,,521617061,WASHINGTON,DC,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
788,AMERICAN PUBLIC MEDIA GROUP,,363503764,SAINT PAUL,MN,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
789,AMERICAN RADIO RELAY LEAGUE INC,,066000004,NEWINGTON,CT,501(C)3,30250,,FOR RECIPIENT'S EXEMPT PURPOSE
790,AMERICAN REFORMER,,870851385,DALLAS,TX,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
791,AMERICAN REPERTORY THEATRE,,042665867,CAMBRIDGE,MA,501(C)3,36500,,FOR RECIPIENT'S EXEMPT PURPOSE
792,AMERICAN RESCUE WORKERS INC,,231714132,WILLIAMSPORT,PA,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
793,AMERICAN RIVERS INC,,237305963,WASHINGTON,DC,501(C)3,99500,,FOR RECIPIENT'S EXEMPT PURPOSE
794,AMERICAN SAIL TRAINING ASSOCIATION,,237324566,NEWPORT,RI,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
795,AMERICAN SALTWATER GUIDES ASSOCIATION INC,,832843826,OCEANSIDE,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
796,AMERICAN SERVICE TO INDIA MEDICAL & EDUCATIONAL FO,,953675142,DIAMOND BAR,CA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
797,AMERICAN SHAKESPEARE CENTER,,541487955,STAUNTON,VA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
798,AMERICAN SKIN ASSOCIATION INC,,133401320,NEW YORK,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
799,AMERICAN SOCIETY FOR TECHNION- ISRAEL INSTITUTE OF,,130434195,NEW YORK,NY,501(C)3,273000,,FOR RECIPIENT'S EXEMPT PURPOSE
800,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO,,131623829,NEW YORK,NY,501(C)3,317358,,FOR RECIPIENT'S EXEMPT PURPOSE
801,AMERICAN SOCIETY FOR THE PROTECTION OF NATURE ISRA,,521467954,NEW YORK,NY,501(C)3,13500,,FOR RECIPIENT'S EXEMPT PURPOSE
802,AMERICAN SOCIETY FOR YAD VASHEM INC,,133106768,NEW YORK,NY,501(C)3,31050,,FOR RECIPIENT'S EXEMPT PURPOSE
803,AMERICAN SOCIETY OF CATARACT AND REFRACTIVE SURGER,,237388748,FAIRFAX,VA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
804,AMERICAN SOCIETY OF HEMATOLOGY INC,,237080568,WASHINGTON,DC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
805,AMERICAN SOCIETY OF THE UNIVERSITY OF HAIFA,,136220819,NEW YORK,NY,501(C)3,20591,,FOR RECIPIENT'S EXEMPT PURPOSE
806,AMERICAN SOCIETY OF TROPICAL MEDICINE AND HYGIENE,,570408245,ARLINGTON,VA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
807,AMERICAN STAGE CO INC,,591777189,SAINT PETERSBURG,FL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
808,AMERICAN STUDIO,,862676232,GIG HARBOR,WA,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
809,AMERICAN SYMPHONY ORCHESTRA LEAGUE,,237300636,NEW YORK,NY,501(C)3,75000,,FOR RECIPIENT'S EXEMPT PURPOSE
810,AMERICAN TRADITIONS COMPETITION INC,,272893610,SAVANNAH,GA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
811,AMERICAN TRANSPARENCY,,263593601,HINSDALE,IL,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
812,AMERICAN TRUST 33-11272-66 33-11512-98 FBO,,136024454,WILMINGTON,DE,501(C)3,37000,,FOR RECIPIENT'S EXEMPT PURPOSE
813,AMERICAN UNIVERSITY,,530196549,WASHINGTON,DC,501(C)3,315450,,FOR RECIPIENT'S EXEMPT PURPOSE
814,AMERICAN UNIVERSITY OF ARMENIA CORPORATION,,943140704,OAKLAND,CA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
815,AMERICAN UNIVERSITY OF BEIRUT,,135596846,NEW YORK,NY,501(C)3,536500,,FOR RECIPIENT'S EXEMPT PURPOSE
816,AMERICAN VAULTING ASSOCIATION,,237376089,PASADENA,CA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
817,AMERICAN VEGAN SOCIETY,,226058533,MALAGA,NJ,501(C)3,200000,,FOR RECIPIENT'S EXEMPT PURPOSE
818,AMERICAN VETERANS SERVICE DOG ACADEMY,,465397186,LEMONT,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
819,AMERICAN WARRIOR ASSOCIATION,,824397332,FORT WORTH,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
820,AMERICAN WHITEWATER,,237083760,CULLOWHEE,NC,501(C)3,111300,,FOR RECIPIENT'S EXEMPT PURPOSE
821,AMERICAN WINE SOCIETY EDUCATIONAL FOUNDATION INC,,223230690,LOVETTSVILLE,VA,501(C)3,5915,,FOR RECIPIENT'S EXEMPT PURPOSE
822,AMERICAN YEDIDIM,,262526427,MIAMI,FL,501(C)3,37178,,FOR RECIPIENT'S EXEMPT PURPOSE
823,AMERICAN YOUTH FOUNDATION,,430652614,CENTER TUFTONBORO,NH,501(C)3,42700,,FOR RECIPIENT'S EXEMPT PURPOSE
824,AMERICAN YOUTH SOCCER ORGANIZATION,,956205398,TORRANCE,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
825,AMERICANS AGAINST LEGALIZING MARIJUANA,,472120025,CARMICHAEL,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
826,AMERICANS FOR BEN-GURION UNIVERSITY INC,,237270753,NEW YORK,NY,501(C)3,49163,,FOR RECIPIENT'S EXEMPT PURPOSE
827,AMERICANS FOR FAIR TREATMENT INC,,472593565,OKLAHOMA CITY,OK,501(C)3,1945000,,FOR RECIPIENT'S EXEMPT PURPOSE
828,AMERICANS FOR FINANCIAL REFORM EDUCATION FUND,,822553525,WASHINGTON,DC,501(C)3,36400,,FOR RECIPIENT'S EXEMPT PURPOSE
829,AMERICANS FOR FREE CHOICE IN MEDICINE,,330586096,NEWPORT BEACH,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
830,AMERICANS FOR OXFORD INC,,521495060,NEW YORK,NY,501(C)3,282821,,FOR RECIPIENT'S EXEMPT PURPOSE
831,AMERICANS FOR PEACE NOW INC,,133509867,WASHINGTON,DC,501(C)3,13500,,FOR RECIPIENT'S EXEMPT PURPOSE
832,AMERICANS FOR PROSPERITY FOUNDATION,,521527294,ARLINGTON,VA,501(C)3,74000,,FOR RECIPIENT'S EXEMPT PURPOSE
833,AMERICANS FOR TAX REFORM FOUNDATION,,521400492,WASHINGTON,DC,501(C)3,28000,,FOR RECIPIENT'S EXEMPT PURPOSE
834,AMERICANS UNITED FOR LIFE,,363906065,WASHINGTON,DC,501(C)3,37500,,FOR RECIPIENT'S EXEMPT PURPOSE
835,AMERICANS UNITED FOR SEPARATION OF CHURCH AND STAT,,530184647,WASHINGTON,DC,501(C)3,123000,,FOR RECIPIENT'S EXEMPT PURPOSE
836,AMERICARES FOUNDATION INC,,061008595,STAMFORD,CT,501(C)3,821500,,FOR RECIPIENT'S EXEMPT PURPOSE
837,AMERICAS CHARITIES,,541517707,CHANTILLY,VA,501(C)3,108500,,FOR RECIPIENT'S EXEMPT PURPOSE
838,AMERICAS FOUNDATION-FUNDACION DE LAS AMERICAS,,330365630,CHULA VISTA,CA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
839,AMERICAS FUTURE FOUNDATION,,521928321,WASHINGTON,DC,501(C)3,211500,,FOR RECIPIENT'S EXEMPT PURPOSE
840,AMERICAS GROW A ROW INC,,262569598,PITTSTOWN,NJ,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
841,AMERICAS KESWICK,,210715335,WHITING,NJ,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
842,AMERICAS KIDS BELONG INC,,455558052,LOVELAND,CO,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
843,AMERICAS SOCIETY INC,,132569185,NEW YORK,NY,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
844,AMETHYST HOUSE INC,,351499772,BLOOMINGTON,IN,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
845,AMIGOS BRAVOS INC,,850363268,TAOS,NM,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
846,AMIGOS DE JESUS,,233027589,MALVERN,PA,501(C)3,13200,,FOR RECIPIENT'S EXEMPT PURPOSE
847,AMIGOS DE LAS AMERICAS,,741547146,HOUSTON,TX,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
848,AMIGOS DE LOS NINOS,,953848922,BREA,CA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
849,AMIGOS FOR CHRIST,,582484257,BUFORD,GA,501(C)3,25900,,FOR RECIPIENT'S EXEMPT PURPOSE
850,AMIGOS HOSPITALITO ATITLAN,,264582168,MANAKIN SABOT,VA,501(C)3,55000,,FOR RECIPIENT'S EXEMPT PURPOSE
851,AMIGOS OF COSTA RICA INC,,311714653,WEST CHESTER,PA,501(C)3,675000,,FOR RECIPIENT'S EXEMPT PURPOSE
852,AMISTAD Y SALUD,,753060875,TUCSON,AZ,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
853,AMIT CHILDREN INC,,135631502,NEW YORK,NY,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
854,AMNESTY INTERNATIONAL OF THE USA INC,,520851555,NEW YORK,NY,501(C)3,397350,,FOR RECIPIENT'S EXEMPT PURPOSE
855,AMOR MINISTRIES INC,,953618530,SAN DIEGO,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
856,AMORY FIRST UNITED METHODIST CHURCH,,640339418,AMORY,MS,501(C)3,29000,,FOR RECIPIENT'S EXEMPT PURPOSE
857,AMORY FOOD PANTRY INC,,640758372,AMORY,MS,501(C)3,8400,,FOR RECIPIENT'S EXEMPT PURPOSE
858,AMOS HEALTH AND HOPE INC,,270837989,GIBSONIA,PA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
859,AMPHIBIAN AND REPTILE CONSERVANCY INC,,371568787,LOUISVILLE,KY,501(C)3,750000,,FOR RECIPIENT'S EXEMPT PURPOSE
860,AMPLIO NETWORK,,261335205,SEATTLE,WA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
861,AMPUTEE BLADE RUNNERS,,453782439,NASHVILLE,TN,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
862,AMREF HEALTH AFRICA INC,,131867411,NEW YORK,NY,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
863,AMUDIM COMMUNITY RESOURCES INC,,470984801,NEW YORK,NY,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
864,AMY AZAR MINISTRIES INC,,471086566,ROUND ROCK,TX,501(C)3,6600,,FOR RECIPIENT'S EXEMPT PURPOSE
865,AMYLOIDOSIS RESEARCH CONSORTIUM INC,,472589708,NEWTONVILLE,MA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
866,AMYOTROPHIC LATERAL SCLEROSIS ASSN,,133271855,ARLINGTON,VA,501(C)3,24650,,FOR RECIPIENT'S EXEMPT PURPOSE
867,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION,,232387205,AMBLER,PA,501(C)3,51500,,FOR RECIPIENT'S EXEMPT PURPOSE
868,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION,,561609591,RALEIGH,NC,501(C)3,52500,,FOR RECIPIENT'S EXEMPT PURPOSE
869,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION,,680516066,PORTLAND,OR,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
870,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION,,850473026,ALBUQUERQUE,NM,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
871,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION,,954163338,WOODLAND HILLS,CA,501(C)3,15300,,FOR RECIPIENT'S EXEMPT PURPOSE
872,AN CLAIDHEAMH SOLUIS INC,,510244834,NEW YORK,NY,501(C)3,33000,,FOR RECIPIENT'S EXEMPT PURPOSE
873,ANACORTES FAMILY CENTER,,200775618,ANACORTES,WA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
874,ANACORTES SKATE PARK IMPROVEMENT PROJECT,,834187517,ANACORTES,WA,501(C)3,550000,,FOR RECIPIENT'S EXEMPT PURPOSE
875,ANACOSTIA RIVER CHURCH,,473634212,WASHINGTON,DC,501(C)3,423000,,FOR RECIPIENT'S EXEMPT PURPOSE
876,ANACOSTIA RIVERKEEPER,,611574670,WASHINGTON,DC,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
877,ANACOSTIA WATERSHED SOCIETY INC,,521666511,BLADENSBURG,MD,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
878,ANANDA ASHRAMA INC,,956054629,LA CRESCENTA,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
879,ANANDA CHURCH OF SELF-REALIZATION OF NEVADA COUNTY,,237366714,NEVADA CITY,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
880,ANANDA CHURCH OF SELF-REALIZATION OF PALO ALTO,,770216796,PALO ALTO,CA,501(C)3,7671,,FOR RECIPIENT'S EXEMPT PURPOSE
881,ANANDA CHURCH OF SELF-REALIZATION OF RHODE ISLAND,,050504677,WEST KINGSTON,RI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
882,ANCHOR ACADEMY INC,,203300692,NORWALK,CT,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
883,ANCHOR HOUSE INC,,222229995,TRENTON,NJ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
884,ANCHOR POINT COMMUNITY CHURCH,,201737127,DULUTH,MN,501(C)3,76524,,FOR RECIPIENT'S EXEMPT PURPOSE
885,ANCHORAGE LUTHERAN CHURCH,,920022412,ANCHORAGE,AK,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
886,ANCHORAGE PARK FOUNDATION,,412205907,ANCHORAGE,AK,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
887,ANCIENT FAITH MINISTRIES,,331061947,CHESTERTON,IN,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
888,ANCIENT PATHS STUDY TOURS,,823519042,GRAND RAPIDS,MI,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
889,ANCILLAE-ASSUMPTA ACADEMY,,236050344,WYNCOTE,PA,501(C)3,36000,,FOR RECIPIENT'S EXEMPT PURPOSE
890,ANCLA DE ESPERANZA,,812198814,SAVAGE,MN,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
891,AND JUSTICE FOR ALL INC,,821648502,CAMBRIDGE,MA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
892,ANDEAN HEALTH AND DEVELOPMENT INC,,391809174,MADISON,WI,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
893,ANDHRA MEDICAL COLLEGE OF NORTH AMERICA,,112664878,FLOSSMOOR,IL,501(C)3,50500,,FOR RECIPIENT'S EXEMPT PURPOSE
894,ANDOVER COMMUNITY TRUST INC,,043159877,ANDOVER,MA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
895,ANDRE HOUSE OF ARIZONA INC,,860717841,PHOENIX,AZ,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
896,ANDREW CARNEGIE FREE LIBRARY,,250965277,CARNEGIE,PA,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
897,ANDREW CHAPEL UNITED METHODIST CHURCH,,540969043,VIENNA,VA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
898,ANDREW GRENE FOUNDATION,,271846255,DES PLAINES,IL,501(C)3,55000,,FOR RECIPIENT'S EXEMPT PURPOSE
899,ANDREW L HICKS JR FOUNDATION,,273283954,DOWNINGTOWN,PA,501(C)3,38000,,FOR RECIPIENT'S EXEMPT PURPOSE
900,ANDREW MCDONOUGH B POSITIVE FOUNDATION,,421741037,WILMINGTON,DE,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
901,ANDREW S RODDICK FOUNDATION INC,,200014500,AUSTIN,TX,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
902,ANDREW WOMMACK MINISTRIES INC,,840780017,WOODLAND PARK,CO,501(C)3,44300,,FOR RECIPIENT'S EXEMPT PURPOSE
903,ANGEL FLIGHT EAST,,232705595,BLUE BELL,PA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
904,ANGEL FLIGHT WEST INC,,953956297,SANTA MONICA,CA,501(C)3,14200,,FOR RECIPIENT'S EXEMPT PURPOSE
905,ANGEL HEART PAJAMA PROJECT,,463882856,TUCSON,AZ,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
906,ANGEL INVESTOR FOUNDATION,,861212274,OVERLAND PARK,KS,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
907,ANGEL MINISTRIES,,561624795,RALEIGH,NC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
908,ANGEL REACH,,205665097,CONROE,TX,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
909,ANGEL SHINE FOUNDATION INC,,471665272,NEW YORK,NY,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
910,ANGELMAN SYNDROME FOUNDATION INC,,593092842,AURORA,IL,501(C)3,70500,,FOR RECIPIENT'S EXEMPT PURPOSE
911,ANGELS HELPING ANIMALS WORLDWIDE INC,,462241717,WEST TISBURY,MA,501(C)3,153000,,FOR RECIPIENT'S EXEMPT PURPOSE
912,ANGELS OVER SANDPOINT,,820536068,SANDPOINT,ID,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
913,ANGELS PLACE,,383068201,SOUTHFIELD,MI,501(C)3,25720,,FOR RECIPIENT'S EXEMPT PURPOSE
914,ANGELS WATCH,,320470942,BLUE ASH,OH,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
915,ANGLICAN CHURCH IN NORTH AMERICA,,760754677,AMBRIDGE,PA,501(C)3,14700,,FOR RECIPIENT'S EXEMPT PURPOSE
916,ANGLICAN CHURCH OF THE GOOD SHEPHERD,,751227498,SAN ANGELO,TX,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
917,ANGLICAN COMMUNION COMPASS ROSE SOCIETY INC,,311721705,HOUSTON,TX,501(C)3,19220,,FOR RECIPIENT'S EXEMPT PURPOSE
918,ANGLICAN DIOCESE OF THE WESTERN GULF COAST,,461527966,THE WOODLANDS,TX,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
919,ANGLICAN FRONTIER MISSIONS,,621491171,RICHMOND,VA,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
920,ANGUILLA PROGRESSIVE ASSOCIATION OF NEW YORK INC,,113329205,NEW YORK,NY,501(C)3,110000,,FOR RECIPIENT'S EXEMPT PURPOSE
921,ANHINGA PRESS INC,,592949702,TALLAHASSEE,FL,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
922,ANIMAL AID INC,,454473502,WILLIAMSTOWN,NJ,501(C)3,505000,,FOR RECIPIENT'S EXEMPT PURPOSE
923,ANIMAL AID UNLIMITED,,710884843,SEATTLE,WA,501(C)3,15700,,FOR RECIPIENT'S EXEMPT PURPOSE
924,ANIMAL ALLIANCE OF BELLE MEAD,,770632827,LAMBERTVILLE,NJ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
925,ANIMAL CARE AND CONTROL TEAM,,453985637,PHILADELPHIA,PA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
926,ANIMAL CHARITY EVALUATORS,,364684978,COVINA,CA,501(C)3,385353,,FOR RECIPIENT'S EXEMPT PURPOSE
927,ANIMAL DEFENSE PARTNERSHIP INC,,813109559,ARDSLEY,NY,501(C)3,58750,,FOR RECIPIENT'S EXEMPT PURPOSE
928,ANIMAL EQUALITY,,472420444,LOS ANGELES,CA,501(C)3,1765000,,FOR RECIPIENT'S EXEMPT PURPOSE
929,ANIMAL HAVEN INC,,116101487,NEW YORK,NY,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
930,ANIMAL HERO KIDS INC,,900935060,JUPITER,FL,501(C)3,23850,,FOR RECIPIENT'S EXEMPT PURPOSE
931,ANIMAL HUMANE ASSOCIATION OF NEW MEXICO INC,,850207652,ALBUQUERQUE,NM,501(C)3,26500,,FOR RECIPIENT'S EXEMPT PURPOSE
932,ANIMAL HUMANE SOCIETY,,410693842,MINNEAPOLIS,MN,501(C)3,62500,,FOR RECIPIENT'S EXEMPT PURPOSE
933,ANIMAL LEAGUE OF GREEN VALLEY,,742378040,GREEN VALLEY,AZ,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
934,ANIMAL LEGAL DEFENSE FUND,,942681680,COTATI,CA,501(C)3,220531,,FOR RECIPIENT'S EXEMPT PURPOSE
935,ANIMAL OUTLOOK INC,,522034417,TAKOMA PARK,MD,501(C)3,800600,,FOR RECIPIENT'S EXEMPT PURPOSE
936,ANIMAL OUTREACH SOCIETY,,364446172,MCHENRY,IL,501(C)3,5900,,FOR RECIPIENT'S EXEMPT PURPOSE
937,ANIMAL PAD,,454902841,LA MESA,CA,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
938,ANIMAL PLACE,,680200668,GRASS VALLEY,CA,501(C)3,101150,,FOR RECIPIENT'S EXEMPT PURPOSE
939,ANIMAL PROTECTION OF NEW MEXICO INC,,850283292,ALBUQUERQUE,NM,501(C)3,101500,,FOR RECIPIENT'S EXEMPT PURPOSE
940,ANIMAL PROTECTIVE ASSOCIATION OF MISSOURI,,430699783,SAINT LOUIS,MO,501(C)3,25500,,FOR RECIPIENT'S EXEMPT PURPOSE
941,ANIMAL REFUGE LEAGUE OF GREATER PORTLAND,,010212541,WESTBROOK,ME,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
942,ANIMAL RESCUE & K9 CHARITIES INC,,815344869,BROOKFIELD,CT,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
943,ANIMAL RESCUE CORPS INC,,900640069,WASHINGTON,DC,501(C)3,21500,,FOR RECIPIENT'S EXEMPT PURPOSE
944,ANIMAL RESCUE FOUNDATION OF ROME-FLOYD COUNTY INC,,452933469,ROME,GA,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
945,ANIMAL RESCUE FUND OF THE HAMPTONS INC,,237400663,EAST HAMPTON,NY,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
946,ANIMAL RESCUE LEAGUE OF BOSTON,,042103714,DEDHAM,MA,501(C)3,13700,,FOR RECIPIENT'S EXEMPT PURPOSE
947,ANIMAL RESCUE LEAGUE OF EL PASO,,742729189,EL PASO,TX,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
948,ANIMAL RESCUE LEAGUE OF IOWA INCORPORATED,,420680427,DES MOINES,IA,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
949,ANIMAL RESCUE MISSION,,472180236,W HOLLYWOOD,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
950,ANIMAL RIGHTS COALITION INC,,411424512,MINNEAPOLIS,MN,501(C)3,80000,,FOR RECIPIENT'S EXEMPT PURPOSE
951,ANIMAL SHELTER OF CRAWFORD COUNTY,,383025043,GRAYLING,MI,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
952,ANIMAL SHELTER OF WOOD RIVER VALLEY,,820351171,HAILEY,ID,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
953,ANIMAL WELFARE ASSOCIATION INCORPORATED,,221752792,VOORHEES,NJ,501(C)3,75000,,FOR RECIPIENT'S EXEMPT PURPOSE
954,ANIMAL WELFARE INSTITUTE,,135655952,WASHINGTON,DC,501(C)3,45500,,FOR RECIPIENT'S EXEMPT PURPOSE
955,ANIMAL WELLNESS FOUNDATION,,454361755,MARINA DL REY,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
956,ANIMALS UNITED MOVEMENT,,453368884,SANTA ROSA,CA,501(C)3,68000,,FOR RECIPIENT'S EXEMPT PURPOSE
957,ANIYEI YERUSHALAYIM INC,,473870803,LAKEWOOD,NJ,501(C)3,47500,,FOR RECIPIENT'S EXEMPT PURPOSE
958,ANKENY FIRST UNITED METHODIST CHURCH,,420745976,ANKENY,IA,501(C)3,7900,,FOR RECIPIENT'S EXEMPT PURPOSE
959,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,,362170833,CHICAGO,IL,501(C)3,41000,,FOR RECIPIENT'S EXEMPT PURPOSE
960,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,,363357006,CHICAGO,IL,501(C)3,53250,,FOR RECIPIENT'S EXEMPT PURPOSE
961,ANN ARBOR ART ASSOCIATION,,237205537,ANN ARBOR,MI,501(C)3,19900,,FOR RECIPIENT'S EXEMPT PURPOSE
962,ANN ARBOR CHINESE CHRISTIAN CHURCH SBC,,382915168,ANN ARBOR,MI,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
963,ANN ARBOR SUMMER FESTIVAL INC,,382307397,ANN ARBOR,MI,501(C)3,7200,,FOR RECIPIENT'S EXEMPT PURPOSE
964,ANNA JULIA COOPER SCHOOL,,270407231,RICHMOND,VA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
