row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
5333,CONSERVATION SOCIETY OF CALIFORNIA,,941687847,OAKLAND,CA,501(C)3,29500,,FOR RECIPIENT'S EXEMPT PURPOSE
5334,CONSERVATION TRUST FOR NORTH CAROLINA,,581552188,RALEIGH,NC,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
5335,CONSERVATION VOTERS NEW MEXICO EDUCATION FUND,,911982332,SANTA FE,NM,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
5336,CONSERVATIVE BAPTIST FOREIGN MISSION SOCIETY,,362216163,ENGLEWOOD,CO,501(C)3,93350,,FOR RECIPIENT'S EXEMPT PURPOSE
5337,CONSERVATIVE ENERGY NETWORK,,813459199,LANSING,MI,501(C)3,265000,,FOR RECIPIENT'S EXEMPT PURPOSE
5338,CONSERVATIVE PARTNERSHIP INSTITUTE,,821470217,WASHINGTON,DC,501(C)3,290900,,FOR RECIPIENT'S EXEMPT PURPOSE
5339,CONSERVING CAROLINA,,566449365,HENDERSONVILLE,NC,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
5340,CON-SOLATIO,,200701395,BROOKLYN,NY,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
5341,CONSORTIUM FOR INDEPENDENT JOURNALISM INC,,541937746,ARLINGTON,VA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
5342,CONSORTIUM OF CHRISTIAN STUDY CENTERS,,263864831,CHARLOTTESVILLE,VA,501(C)3,14750,,FOR RECIPIENT'S EXEMPT PURPOSE
5343,CONSTANCE EVANGELICAL FREE CHURCH,,411375503,ANDOVER,MN,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
5344,CONSTRUCT INC,,237099108,GREAT BARRINGTON,MA,501(C)3,33500,,FOR RECIPIENT'S EXEMPT PURPOSE
5345,CONSTRUCTION EDUCATION FOUNDATION OF GA INC,,582062862,ATLANTA,GA,501(C)3,150000,,FOR RECIPIENT'S EXEMPT PURPOSE
5346,CONSTRUCTION FOR WORLDWIDE EVANGELISM INC AKA CW,,593089492,TAMPA,FL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5347,CONSTRUCTIVE DIALOGUE INSTITUTE,,833388563,NEW YORK CITY,NY,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
5348,CONSUMER REPORTS INC,,131776434,YONKERS,NY,501(C)3,26750,,FOR RECIPIENT'S EXEMPT PURPOSE
5349,CONSUMERS FOR DENTAL CHOICE INC,,522257385,WASHINGTON,DC,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
5350,CONSUMERS RESEARCH INC,,221500498,VIENNA,VA,501(C)3,202500,,FOR RECIPIENT'S EXEMPT PURPOSE
5351,CONTACT MINISTRIES,,371072627,SPRINGFIELD,IL,501(C)3,10700,,FOR RECIPIENT'S EXEMPT PURPOSE
5352,CONTEMPLATIVE OUTREACH LTD,,133345685,WEST MILFORD,NJ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5353,CONTEMPLATIVE OUTREACH OF COLORADO,,841243208,DENVER,CO,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
5354,CONTEMPORARY ART GROUP,,383859167,LOS ANGELES,CA,501(C)3,22000,,FOR RECIPIENT'S EXEMPT PURPOSE
5355,CONTEMPORARY AUSTIN MUSEUM INC,,741233816,AUSTIN,TX,501(C)3,60000,,FOR RECIPIENT'S EXEMPT PURPOSE
5356,CONTEMPORARY DAYTON INC,,311332017,DAYTON,OH,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
5357,CONTINENTS FOR CHRIST,,261800227,REDMOND,WA,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
5358,CONTINUO ARTS FOUNDATION INC,,651320288,SUMMIT,NJ,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
5359,CONVENT OF SACRED HEART AND SCHOOL,,362170839,CHICAGO,IL,501(C)3,44000,,FOR RECIPIENT'S EXEMPT PURPOSE
5360,CONVENT OF ST BIRGITTA,,066050686,DARIEN,CT,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
5361,CONVENT OF THE SACRED HEART,,131628166,NEW YORK CITY,NY,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
5362,CONVENTION OF P E CHURCH OF THE DIOCESE OF WASHING,,530196608,WASHINGTON,DC,501(C)3,28500,,FOR RECIPIENT'S EXEMPT PURPOSE
5363,CONVENTUAL FRANCISCAN FRIARS OF MARYTOWN,,363525662,LIBERTYVILLE,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5364,CONVERGE INC,,834473044,RIDGELAND,MS,501(C)3,200000,,FOR RECIPIENT'S EXEMPT PURPOSE
5365,CONVERGENCE CENTER FOR POLICY RESOLUTION,,320280279,WASHINGTON,DC,501(C)3,27000,,FOR RECIPIENT'S EXEMPT PURPOSE
5366,CONVERGENT RESEARCH INC,,883013217,CAMBRIDGE,MA,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
5367,CONVERSATIONS ON THE GREENINC,,834438861,WASHINGTON,CT,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
5368,CONVOY OF HOPE,,680051386,SPRINGFIELD,MO,501(C)3,186000,,FOR RECIPIENT'S EXEMPT PURPOSE
5369,CONVOY OF HOPE FOUNDATION,,462845781,SPRINGFIELD,MO,501(C)3,44000,,FOR RECIPIENT'S EXEMPT PURPOSE
5370,COOK CHILDREN'S MEDICAL CENTER,,752051646,FORT WORTH,TX,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
5371,COOKIE CART,,411866804,MINNEAPOLIS,MN,501(C)3,16500,,FOR RECIPIENT'S EXEMPT PURPOSE
5372,COOKIES FOR KIDS' CANCER,,262320528,CALIFON,NJ,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
5373,COOL EARTH,,263688173,BROOKLYN,NY,501(C)3,28000,,FOR RECIPIENT'S EXEMPT PURPOSE
5374,COOL EFFECT INC,,475068496,GREENBRAE,CA,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
5375,COOL THE EARTH INC,,263316908,GREENBRAE,CA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
5376,COOP CAREERS,,831457260,NEW YORK CITY,NY,501(C)3,1500000,,FOR RECIPIENT'S EXEMPT PURPOSE
5377,COOPERATIVE BAPTIST FELLOWSHIP INC,,581960860,DECATUR,GA,501(C)3,7800,,FOR RECIPIENT'S EXEMPT PURPOSE
5378,COOPERATIVE DEVELOPMENT FUND OF CDS,,391540529,EAGAN,MN,501(C)3,7200,,FOR RECIPIENT'S EXEMPT PURPOSE
5379,COOPERATIVE DEVELOPMENT INSTITUTE INC,,043241596,NORTHAMPTON,MA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
5380,COOPERATIVE FOR EDUCATION,,311545464,CINCINNATI,OH,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
5381,COOPERSTOWN GRADUATE ASSOCIATION INC,,161249356,COOPERSTOWN,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5382,COPENHAGEN CONSENSUS CENTER USA INC,,261214521,TEWKSBURY,MA,501(C)3,76000,,FOR RECIPIENT'S EXEMPT PURPOSE
5383,COPLAND HOUSE INC,,133798367,CORTLANDT MANOR,NY,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
5384,COPLEY HOSPITAL INC,,030179423,MORRISVILLE,VT,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
5385,COPPER CANYON PRESS,,943118374,PORT TOWNSEND,WA,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
5386,COPPERLEAF CHARITABLE FOUNDATION INC,,200923425,ESTERO,FL,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
5387,COPTIC ORPHANS,,541637257,FAIRFAX,VA,501(C)3,183000,,FOR RECIPIENT'S EXEMPT PURPOSE
5388,COPTIC ORTHODOX CHURCH OF ST MARK,,222023367,JERSEY CITY,NJ,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
5389,CORAL RIDGE MINISTRIES MEDIA INC,,650496702,FORT LAUDERDALE,FL,501(C)3,59000,,FOR RECIPIENT'S EXEMPT PURPOSE
5390,CORAL RIDGE PRESBYTERIAN CHURCH,,591026547,FORT LAUDERDALE,FL,501(C)3,19000,,FOR RECIPIENT'S EXEMPT PURPOSE
5391,CORAM DEO ACADEMY,,752749298,LEWISVILLE,TX,501(C)3,150000,,FOR RECIPIENT'S EXEMPT PURPOSE
5392,CORAM DEO BIBLE CHURCH,,861113612,DAVENPORT,IA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
5393,CORAM DEO INC,,260801387,NEW BRITAIN,CT,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
5394,CORD USA INC,,270540459,GRAND BLANC,MI,501(C)3,9004,,FOR RECIPIENT'S EXEMPT PURPOSE
5395,CORE COMMUNITY ORGANIZED RELIEF EFFORT,,271703237,LOS ANGELES,CA,501(C)3,39829,,FOR RECIPIENT'S EXEMPT PURPOSE
5396,CORE OF CULTURE DANCE PRESERVATION,,562419322,PROSPECT HEIGHTS,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5397,COREWELL HEALTH FOUNDATION WEST MICHIGAN,,382752328,GRAND RAPIDS,MI,501(C)3,18500,,FOR RECIPIENT'S EXEMPT PURPOSE
5398,CORINTH REFORMED CHURCH,,560615195,HICKORY,NC,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
5399,CORNELIA CONNELY CENTER FOR EDUCATION,,133735244,NEW YORK CITY,NY,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
5400,CORNELL COLLEGE,,420680335,MT VERNON,IA,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
5401,CORNELL FREE SPEECH ALLIANCE,,874077221,SAN ANTONIO,TX,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
5402,CORNELL HILLEL,,166068463,ITHACA,NY,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
5403,CORNELL UNIVERSITY,,150532082,ITHACA,NY,501(C)3,7731512,,FOR RECIPIENT'S EXEMPT PURPOSE
5404,CORNERSTONE BAPTIST CHURCH,,760369227,MISSOURI CITY,TX,501(C)3,101540,,FOR RECIPIENT'S EXEMPT PURPOSE
5405,CORNERSTONE BAPTIST CHURCH OF CLEVELAND INC,,582081554,CLEVELAND,NC,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
5406,CORNERSTONE CENTER FOR EARLY LEARNING INC,,430923158,ST LOUIS,MO,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
5407,CORNERSTONE CHAPEL,,541688498,LEESBURG,VA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
5408,CORNERSTONE CHRISTIAN ACADEMY,,232499985,PHILADELPHIA,PA,501(C)3,65700,,FOR RECIPIENT'S EXEMPT PURPOSE
5409,CORNERSTONE CHRISTIAN CHURCH,,370682752,BELLEVILLE,IL,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
5410,CORNERSTONE CHRISTIAN CHURCH OF WYCKOFF INC,,226019118,WYCKOFF,NJ,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
5411,CORNERSTONE CHRISTIAN FELLOWSHIP ASSEMBLY OF GOD,,952456630,FOUNTAIN VALLEY,CA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
5412,CORNERSTONE CHURCH,,391733227,DELAFIELD,WI,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
5413,CORNERSTONE CHURCH OF AMES IOWA,,421425755,AMES,IA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
5414,CORNERSTONE CHURCH OF BLUFFTON,,576078951,BLUFFTON,SC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5415,CORNERSTONE CHURCH OF BOULDER VALLEY,,841148313,BOULDER,CO,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
5416,CORNERSTONE CHURCH OF KNOXVILLE INC,,621289243,KNOXVILLE,TN,501(C)3,19500,,FOR RECIPIENT'S EXEMPT PURPOSE
5417,CORNERSTONE EVANGELICAL PRESBYTERIAN CHURCH,,382841147,BRIGHTON,MI,501(C)3,16300,,FOR RECIPIENT'S EXEMPT PURPOSE
5418,CORNERSTONE FELLOWSHIP,,030581279,TROOPER,PA,501(C)3,13400,,FOR RECIPIENT'S EXEMPT PURPOSE
5419,CORNERSTONE FELLOWSHIP CHURCH INC CORNERSTONE OF E,,932863407,ENGLEWOOD,NJ,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
5420,CORNERSTONE FELLOWSHIP OF LIVERMORE CALIFORNIA,,943178882,LIVERMORE,CA,501(C)3,26000,,FOR RECIPIENT'S EXEMPT PURPOSE
5421,CORNERSTONE FOR HOPE,,813354850,OAKS,PA,501(C)3,118025,,FOR RECIPIENT'S EXEMPT PURPOSE
5422,CORNERSTONE FOUNDATION,,640819423,BILOXI,MS,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
5423,CORNERSTONE HOUSTON,,824903231,HOUSTON,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5424,CORNERSTONE PRESBYTERIAN CHURCH,,233045141,CENTER VALLEY,PA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
5425,CORNERSTONE SCHOOLS ASSOCIATION,,382995984,DETROIT,MI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5426,CORNERSTONE SCHOOLS OF ALABAMA INC,,630948472,BIRMINGHAM,AL,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
5427,CORNERSTONE SCHOOLS OF WASHINGTON DC INC,,522084049,WASHINGTON,DC,501(C)3,114000,,FOR RECIPIENT'S EXEMPT PURPOSE
5428,CORNERSTONE TRINITY BAPTIST CHURCH,,208184503,SAN FRANCISCO,CA,501(C)3,9600,,FOR RECIPIENT'S EXEMPT PURPOSE
5429,CORNERSTONE UNITED METHODIST CHURCH,,382958339,CALEDONIA,MI,501(C)3,35000,,FOR RECIPIENT'S EXEMPT PURPOSE
5430,CORNERSTONE VNA,,020231026,ROCHESTER,NH,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5431,CORNERSTONES INC,,541037615,RESTON,VA,501(C)3,8300,,FOR RECIPIENT'S EXEMPT PURPOSE
5432,CORNESTONE CHURCH OF OZAUKEE COUNTY INC,,391579804,GRAFTON,WI,501(C)3,13500,,FOR RECIPIENT'S EXEMPT PURPOSE
5433,CORNESTONE EVANGELICAL FREE CHURCH OF CASPER WYOMI,,830277702,CASPER,WY,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
5434,CORNUCOPIA PROJECT,,261460809,PETERBOROUGH,NH,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
5435,CORNWALL CHURCH OF GOD,,910984562,BELLINGHAM,WA,501(C)3,5600,,FOR RECIPIENT'S EXEMPT PURPOSE
5436,CORO SOUTHERN CALIFORNIA INC,,954274561,LOS ANGELES,CA,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
5437,CORONADO HOSPITAL FOUNDATION,,953273985,SAN DIEGO,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
5438,CORPORATE ACCOUNTABILITY (INFACT),,411322686,BOSTON,MA,501(C)3,70000,,FOR RECIPIENT'S EXEMPT PURPOSE
5439,CORPORATION FOR NEW JERSEY LOCAL MEDIA,,852177281,MORRISTOWN,NJ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5440,CORPORATION FOR PUBLIC BROADCASTING,,132607374,WASHINGTON,DC,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
5441,CORPORATION FOR SOCIAL AND EDUCATIONAL DEVELOPMENT,,366205980,CHICAGO,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5442,CORPORATION FOR SUPPORTIVE HOUSING,,133600232,NEW YORK CITY,NY,501(C)3,43700,,FOR RECIPIENT'S EXEMPT PURPOSE
5443,CORPORATION OF GONZAGA UNIVERSITY,,910236600,SPOKANE,WA,501(C)3,21500,,FOR RECIPIENT'S EXEMPT PURPOSE
5444,CORPORATION OF HAVERFORD COLLEGE,,236002304,HAVERFORD,PA,501(C)3,308424,,FOR RECIPIENT'S EXEMPT PURPOSE
5445,CORPORATION OF ST TIMOTHY'S SCHOOL,,520591488,STEVENSON,MD,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
5446,CORPORATION OF THE CATH ARCHBISHOP OF ANCHORAGE,,920033244,ANCHORAGE,AK,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
5447,CORPORATION OF THE WASHINGTON LATIN SCHOOL,,202395640,WASHINGTON,DC,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
5448,CORPORATION OF YADDO,,141343055,SARATOGA SPRINGS,NY,501(C)3,45500,,FOR RECIPIENT'S EXEMPT PURPOSE
5449,CORPUS CHRISTI CATHOLIC CHURCH AND SCHOOL,,231386206,CHAMBERSBURG,PA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
5450,CORPUS CHRISTI CATHOLIC SCHOOL,,746025431,HOUSTON,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5451,CORPUS CHRISTI CHURCH,,351089895,EVANSVILLE,IN,501(C)3,9840,,FOR RECIPIENT'S EXEMPT PURPOSE
5452,CORPUS CHRISTI FOUNDATION OF HOLLAND ZEELAND,,383473661,HOLLAND,MI,501(C)3,103000,,FOR RECIPIENT'S EXEMPT PURPOSE
5453,CORPUS CHRISTI ROMAN CATHOLIC PARISH PHOENIX,,364644288,PHOENIX,AZ,501(C)3,16200,,FOR RECIPIENT'S EXEMPT PURPOSE
5454,CORRAL DE TIERRA ROTARY CHARITIES FUND,,261211763,SPRECKLES,CA,501(C)3,7131,,FOR RECIPIENT'S EXEMPT PURPOSE
5455,CORRY AREA SCHOOL DISTRICT FOUNDATION,,232889136,CORRY,PA,501(C)3,35000,,FOR RECIPIENT'S EXEMPT PURPOSE
5456,CORTE MADERA LARKSPUR SCHOOLS FOUNDATION,,942934350,LARKSPUR,CA,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
5457,CORTLAND MEMORIAL FOUNDATION INC,,222230692,CORTLAND,NY,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
5458,CORVALLIS ARTS CENTER INC,,936027995,CORVALLIS,OR,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
5459,CORVALLIS DAYTIME DROP-IN CENTER,,800019915,CORVALLIS,OR,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
5460,CORVALLIS HOMELESS SHELTER COALITION,,260694904,CORVALLIS,OR,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
5461,CORVALLIS PUBLIC SCHOOLS FOUNDATION,,931208608,CORVALLIS,OR,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
5462,COSMETIC EXECUTIVE WOMEN FOUNDATION LTD,,133563114,NEW YORK CITY,NY,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
5463,COSMIC WRITERS CORP,,872494214,PHILADELPHIA,PA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
5464,COTA- CHILDREN'S ORGAN TRANSPLANT ASSOCIATION INC,,351674365,BLOOMINGTON,IN,501(C)3,7250,,FOR RECIPIENT'S EXEMPT PURPOSE
5465,COTS,,382420565,DETROIT,MI,501(C)3,5200,,FOR RECIPIENT'S EXEMPT PURPOSE
5466,COTTING SCHOOL INC,,042104328,LEXINGTON,MA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
5467,COTTONWOOD CREEK BAPTIST CHURCH,,752071464,ALLEN,TX,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
5468,COTTONWOOD GULCH EXPEDITIONS,,436005587,ALBUQUERQUE,NM,501(C)3,6250,,FOR RECIPIENT'S EXEMPT PURPOSE
5469,COTUIT LIBRARY ASSOCIATION,,042203831,COTUIT,MA,501(C)3,7800,,FOR RECIPIENT'S EXEMPT PURPOSE
5470,COUNCIL FOR ECONOMIC EDUCATION,,131623848,NEW YORK CITY,NY,501(C)3,94000,,FOR RECIPIENT'S EXEMPT PURPOSE
5471,COUNCIL FOR NATIVE HAWAIIAN ADVANCEMENT,,910313383,KAPOLEI,HI,501(C)3,32500,,FOR RECIPIENT'S EXEMPT PURPOSE
5472,COUNCIL OF BIBLICAL MANHOOD AND WOMANHOOD,,363635678,LOUISVILLE,KY,501(C)3,140000,,FOR RECIPIENT'S EXEMPT PURPOSE
5473,COUNCIL OF CONTRIBUTORS INC,,821369894,WAYZATA,MN,501(C)3,200000,,FOR RECIPIENT'S EXEMPT PURPOSE
5474,COUNCIL ON AGING OF CENTRAL OREGON,,930661229,BEND,OR,501(C)3,60000,,FOR RECIPIENT'S EXEMPT PURPOSE
5475,COUNCIL ON AGING OF GREATER NASHVILLE,,621867122,NASHVILLE,TN,501(C)3,17100,,FOR RECIPIENT'S EXEMPT PURPOSE
5476,COUNCIL ON ALCOHOLISM & DRUG ABUSE,,951878858,SANTA BARBARA,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5477,COUNCIL ON AMERICAN-ISLAMIC RELATIONS - OHIO,,311602287,HILLIARD,OH,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
5478,COUNCIL ON CRIMINAL JUSTICE INC,,831925775,WASHINGTON,DC,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
5479,COUNCIL ON FOREIGN RELATIONS,,131628168,NEW YORK CITY,NY,501(C)3,442100,,FOR RECIPIENT'S EXEMPT PURPOSE
5480,COUNCIL ON THE ENVIRONMENT INC,,132765465,NEW YORK CITY,NY,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
5481,COUNCILONTECHNOLOGY&SOCIETY,,832960906,ALAMEDA,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5482,COUNSELING CENTER INC,,134003731,BRONXVILLE,NY,501(C)3,21100,,FOR RECIPIENT'S EXEMPT PURPOSE
5483,COUNSELING IN SCHOOLS INC,,133637647,NEW YORK CITY,NY,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
5484,COUNT BASIE THEATRE INC,,221950890,RED BANK,NJ,501(C)3,65000,,FOR RECIPIENT'S EXEMPT PURPOSE
5485,COUNTRY AND TOWN BAPTIST CHURCH,,231664818,MECHANICSBURG,PA,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
5486,COUNTRY CLUB CHRISTIAN CHURCH,,440545987,KANSAS CITY,MO,501(C)3,63022,,FOR RECIPIENT'S EXEMPT PURPOSE
5487,COUNTRY DANCE & SONG SOCIETY INC,,043031125,EASTHAMPTON,MA,501(C)3,5600,,FOR RECIPIENT'S EXEMPT PURPOSE
5488,COUNTRYSIDE CHURCH UNITARIAN UNIVERSALIST,,363285812,PALATINE,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
5489,COUNTY LINE CHURCH OF GOD INC,,351461572,AUBURN,IN,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
5490,COUPLE TO COUPLE LEAGUE INTERNATIONAL INC,,310842914,CINCINNATI,OH,501(C)3,20500,,FOR RECIPIENT'S EXEMPT PURPOSE
5491,COURAGE INTERNATIONAL INC,,800615570,TRUMBULL,CT,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
5492,COURAGE TO CHANGE SOBER LIVING,,813870837,BLOOMINGTON,IN,501(C)3,5040,,FOR RECIPIENT'S EXEMPT PURPOSE
5493,COURAGEOUS SAILING CENTER FOR YOUTH INC,,042987534,CHARLESTOWN,MA,501(C)3,172000,,FOR RECIPIENT'S EXEMPT PURPOSE
5494,COURT APPOINTED SPECIAL ADVOCATE OF HUMBOLDT,,680243040,EUREKA,CA,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
5495,COURT APPOINTED SPECIAL ADVOCATES,,621203459,NASHVILLE,TN,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
5496,COURT APPOINTED SPECIAL ADVOCATES FOR NEW YORK CIT,,133172387,NEW YORK CITY,NY,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
5497,COURT APPOINTED SPECIAL ADVOCATES OF MERCER COUNTY,,223770968,EWING,NJ,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
5498,COURT APPOINTED SPECIAL ADVOCATES OF ORANGE COUNTY,,330069334,ORANGE,CA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
5499,COURT APPOINTED SPECIAL ADVOCATES PROGRAM INC,,942897531,CONCORD,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
5500,COURTNEY'S COURAGE INC,,860967549,TUCSON,AZ,501(C)3,35000,,FOR RECIPIENT'S EXEMPT PURPOSE
5501,COVENANT & CONVERSATION CORP,,465102221,NEW YORK CITY,NY,501(C)3,25480,,FOR RECIPIENT'S EXEMPT PURPOSE
5502,COVENANT CHRISTIAN REFORMED CHURCH OF APPLETON INC,,391345569,APPLETON,WI,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
5503,COVENANT CHURCH,,356007432,WEST LAFAYETTE,IN,501(C)3,8400,,FOR RECIPIENT'S EXEMPT PURPOSE
5504,COVENANT CHURCH OF EASTON-EASTON CT,,060662118,EASTON,CT,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
5505,COVENANT CHURCH OF NAPLES,,591098689,NAPLES,FL,501(C)3,2244500,,FOR RECIPIENT'S EXEMPT PURPOSE
5506,COVENANT COLLEGE,,430719506,LOOKOUT MOUNTAIN,GA,501(C)3,8955,,FOR RECIPIENT'S EXEMPT PURPOSE
5507,COVENANT HOUSE,,132725416,NEW YORK CITY,NY,501(C)3,212176,,FOR RECIPIENT'S EXEMPT PURPOSE
5508,COVENANT HOUSE CALIFORNIA,,133391210,LOS ANGELES,CA,501(C)3,23700,,FOR RECIPIENT'S EXEMPT PURPOSE
5509,COVENANT HOUSE GEORGIA INC,,133523561,ATLANTA,GA,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
5510,COVENANT HOUSE ILLINOIS INC,,812061485,CHICAGO,IL,501(C)3,32000,,FOR RECIPIENT'S EXEMPT PURPOSE
5511,COVENANT HOUSE MICHIGAN,,383351777,DETROIT,MI,501(C)3,19500,,FOR RECIPIENT'S EXEMPT PURPOSE
5512,COVENANT HOUSE NEW JERSEY INC,,133537710,NEWARK,NJ,501(C)3,390495,,FOR RECIPIENT'S EXEMPT PURPOSE
5513,COVENANT HOUSE NEW ORLEANS,,581669937,NEW ORLEANS,LA,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
5514,COVENANT HOUSE PENNSYLVANIA,,233003176,PHILADELPHIA,PA,501(C)3,103500,,FOR RECIPIENT'S EXEMPT PURPOSE
