row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
2780,BOYS & GIRLS CLUBS OF ELKHART COUNTY INC,,35-1033735,GOSHEN,IN,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
2781,BOYS & GIRLS CLUBS OF GENEVA INC,,16-1481026,GENEVA,NY,501(C)3,29000,,FOR RECIPIENT'S EXEMPT PURPOSE
2782,BOYS & GIRLS CLUBS OF GREATER ANAHEIM-CYPRESS,,95-2920990,ANAHEIM,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2783,BOYS & GIRLS CLUBS OF GREATER DALLAS INC,,75-1152657,DALLAS,TX,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
2784,BOYS & GIRLS CLUBS OF GREATER SAN DIEGO,,95-1865988,SAN DIEGO,CA,501(C)3,27700,,FOR RECIPIENT'S EXEMPT PURPOSE
2785,BOYS & GIRLS CLUBS OF GREATER ST LOUIS INC,,43-6061693,SAINT LOUIS,MO,501(C)3,258000,,FOR RECIPIENT'S EXEMPT PURPOSE
2786,BOYS & GIRLS CLUBS OF GREATER WASHINGTON INC,,53-0236759,WASHINGTON,DC,501(C)3,202500,,FOR RECIPIENT'S EXEMPT PURPOSE
2787,BOYS & GIRLS CLUBS OF LEE COUNTY INC,,59-2013870,FORT MYERS,FL,501(C)3,115000,,FOR RECIPIENT'S EXEMPT PURPOSE
2788,BOYS & GIRLS CLUBS OF MANATEE COUNTY INC,,59-0675141,BRADENTON,FL,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
2789,BOYS & GIRLS CLUBS OF MERCER COUNTY INC,,21-0634556,TRENTON,NJ,501(C)3,26000,,FOR RECIPIENT'S EXEMPT PURPOSE
2790,BOYS & GIRLS CLUBS OF METRO ATLANTA INC,,58-0566123,CHAMBLEE,GA,501(C)3,34000,,FOR RECIPIENT'S EXEMPT PURPOSE
2791,BOYS & GIRLS CLUBS OF METROPOLITAN BALTIMORE,,26-4371125,BALTIMORE,MD,501(C)3,76500,,FOR RECIPIENT'S EXEMPT PURPOSE
2792,BOYS & GIRLS CLUBS OF MONTEREY COUNTY,,94-1702753,SEASIDE,CA,501(C)3,42000,,FOR RECIPIENT'S EXEMPT PURPOSE
2793,BOYS & GIRLS CLUBS OF NORTH CENTRAL GEORGIA INC,,27-1029072,MADISON,GA,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
2794,BOYS & GIRLS CLUBS OF NORTHEAST OHIO,,34-1856214,LORAIN,OH,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
2795,BOYS & GIRLS CLUBS OF OAKLAND INC,,94-1279794,OAKLAND,CA,501(C)3,200500,,FOR RECIPIENT'S EXEMPT PURPOSE
2796,BOYS & GIRLS CLUBS OF PHILADELPHIA INC,,23-1966756,PHILADELPHIA,PA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
2797,BOYS & GIRLS CLUBS OF SAN FRANCISCO,,94-1156608,SAN FRANCISCO,CA,501(C)3,194700,,FOR RECIPIENT'S EXEMPT PURPOSE
2798,BOYS & GIRLS CLUBS OF SARASOTA AND DESOTO COUNTIES,,59-6211876,SARASOTA,FL,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
2799,BOYS & GIRLS CLUBS OF SONOMA VALLEY,,94-1579901,SONOMA,CA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
2800,BOYS & GIRLS CLUBS OF SONOMA-MARIN,,68-0309534,SANTA ROSA,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2801,BOYS & GIRLS CLUBS OF SOUTH PUGET SOUND,,91-0759832,TACOMA,WA,501(C)3,105000,,FOR RECIPIENT'S EXEMPT PURPOSE
2802,BOYS & GIRLS CLUBS OF SOUTHEAST VIRGINIA,,54-0515764,VIRGINIA BCH,VA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
2803,BOYS & GIRLS CLUBS OF SOUTHWEST WASHINGTON,,91-1978646,VANCOUVER,WA,501(C)3,25100,,FOR RECIPIENT'S EXEMPT PURPOSE
2804,BOYS & GIRLS CLUBS OF ST HELENA & CALISTOGA INC,,68-0226714,SAINT HELENA,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
2805,BOYS & GIRLS CLUBS OF THE CAPITAL AREA INC,,14-1338574,TROY,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2806,BOYS & GIRLS CLUBS OF THE COASTAL PLAIN INC,,56-0927694,WINTERVILLE,NC,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
2807,BOYS & GIRLS CLUBS OF THE NORTHWOODS INC,,39-1980025,ANTIGO,WI,501(C)3,25500,,FOR RECIPIENT'S EXEMPT PURPOSE
2808,BOYS & GIRLS CLUBS OF THE OCOEE REGION,,62-0729406,CLEVELAND,TN,501(C)3,75500,,FOR RECIPIENT'S EXEMPT PURPOSE
2809,BOYS & GIRLS CLUBS OF THE VALLEY INC,,86-0550646,PHOENIX,AZ,501(C)3,30500,,FOR RECIPIENT'S EXEMPT PURPOSE
2810,BOYS & GIRLS CLUBS OF THE WESTERN TREASURE VALLEY,,20-8035378,ONTARIO,OR,501(C)3,15650,,FOR RECIPIENT'S EXEMPT PURPOSE
2811,BOYS & GIRLS OF MAGNOLIA,,71-0305932,MAGNOLIA,AR,501(C)3,7400,,FOR RECIPIENT'S EXEMPT PURPOSE
2812,BOYS AND GIRLS CLUB OF BENTON COUNTY,,71-0713904,BENTONVILLE,AR,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2813,BOYS AND GIRLS CLUB OF BURLINGTON INC,,03-0179307,BURLINGTON,VT,501(C)3,28500,,FOR RECIPIENT'S EXEMPT PURPOSE
2814,BOYS AND GIRLS CLUB OF CAMPBELL COUNTY,,86-1006303,GILLETTE,WY,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
2815,BOYS AND GIRLS CLUB OF CAPE COD INC,,04-3273141,MASHPEE,MA,501(C)3,51000,,FOR RECIPIENT'S EXEMPT PURPOSE
2816,BOYS AND GIRLS CLUB OF CARLSBAD,,95-2131503,CARLSBAD,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2817,BOYS AND GIRLS CLUB OF CHESTER,,23-1490049,CHESTER,PA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
2818,BOYS AND GIRLS CLUB OF DANE COUNTY INC,,39-1925617,FITCHBURG,WI,501(C)3,166100,,FOR RECIPIENT'S EXEMPT PURPOSE
2819,BOYS AND GIRLS CLUB OF EVANSVILLE INC,,35-1007558,EVANSVILLE,IN,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
2820,BOYS AND GIRLS CLUB OF GREATER DUBU QUE,,42-0710263,DUBUQUE,IA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
2821,BOYS AND GIRLS CLUB OF HAWAII,,99-6005407,HONOLULU,HI,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
2822,BOYS AND GIRLS CLUB OF LAGUNA BEACH,,95-1878822,LAGUNA BEACH,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2823,BOYS AND GIRLS CLUB OF LAKE COUNTY,,36-4266009,WAUKEGAN,IL,501(C)3,65000,,FOR RECIPIENT'S EXEMPT PURPOSE
2824,BOYS AND GIRLS CLUB OF LAKE TAHOE,,68-0241891,S LAKE TAHOE,CA,501(C)3,42000,,FOR RECIPIENT'S EXEMPT PURPOSE
2825,BOYS AND GIRLS CLUB OF NEW ROCHELLE INC,,13-1943644,NEW ROCHELLE,NY,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
2826,BOYS AND GIRLS CLUB OF PATERSON AND PASSAIC INC,,22-1726665,PATERSON,NJ,501(C)3,275000,,FOR RECIPIENT'S EXEMPT PURPOSE
2827,BOYS AND GIRLS CLUB OF SANTA MONICA INC,,95-1890706,SANTA MONICA,CA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
2828,BOYS AND GIRLS CLUB OF THE BELLPORT AREA INC,,23-7376060,BELLPORT,NY,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
2829,BOYS AND GIRLS CLUB OF THE BEMIDJI AREA,,81-0599601,BEMIDJI,MN,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2830,BOYS AND GIRLS CLUB OF THE SANDHILLS INC,,91-1877405,SOUTHERN PNES,NC,501(C)3,73287,,FOR RECIPIENT'S EXEMPT PURPOSE
2831,BOYS AND GIRLS CLUB OF THE WISCONSIN RAPIDS AREA I,,39-1745942,WISC RAPIDS,WI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2832,BOYS AND GIRLS CLUB OF TRANSYLVANIA COUNTY INC,,56-2142829,BREVARD,NC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2833,BOYS AND GIRLS CLUB OF TRUCKEE MEADOWS,,88-0142068,RENO,NV,501(C)3,157000,,FOR RECIPIENT'S EXEMPT PURPOSE
2834,BOYS AND GIRLS CLUBS OF AUSTIN AND TRAVIS COUNTY I,,74-6087356,AUSTIN,TX,501(C)3,60000,,FOR RECIPIENT'S EXEMPT PURPOSE
2835,BOYS AND GIRLS CLUBS OF BOSTON INC,,04-2103922,BOSTON,MA,501(C)3,140250,,FOR RECIPIENT'S EXEMPT PURPOSE
2836,BOYS AND GIRLS CLUBS OF CHAFFEE COUNTY,,55-0907901,SALIDA,CO,501(C)3,7150,,FOR RECIPIENT'S EXEMPT PURPOSE
2837,BOYS AND GIRLS CLUBS OF CHATTANOOGA,,62-0557179,CHATTANOOGA,TN,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
2838,BOYS AND GIRLS CLUBS OF DORCHESTER INC,,23-7076465,DORCHESTER,MA,501(C)3,5726,,FOR RECIPIENT'S EXEMPT PURPOSE
2839,BOYS AND GIRLS CLUBS OF KING COUNTY,,91-0532600,TUKWILA,WA,501(C)3,28500,,FOR RECIPIENT'S EXEMPT PURPOSE
2840,BOYS AND GIRLS CLUBS OF LOWCOUNTRY INC,,57-0811876,BLUFFTON,SC,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
2841,BOYS AND GIRLS CLUBS OF METRO DENVER INC,,84-0510404,DENVER,CO,501(C)3,27500,,FOR RECIPIENT'S EXEMPT PURPOSE
2842,BOYS AND GIRLS CLUBS OF PALM BEACH COUNTY INC,,23-7060561,WEST PALM BEACH,FL,501(C)3,14500,,FOR RECIPIENT'S EXEMPT PURPOSE
2843,BOYS AND GIRLS CLUBS OF SNOHOMISH COUNTY,,91-0549511,EVERETT,WA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
2844,BOYS AND GIRLS OF NORTH LAKE TAHOE,,31-1549603,KINGS BEACH,CA,501(C)3,38000,,FOR RECIPIENT'S EXEMPT PURPOSE
2845,BOYS CLUB OF DULUTH,,41-0969947,DULUTH,MN,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
2846,BOYS CLUB OF MOUNT KISCO INC,,13-1739924,MOUNT KISCO,NY,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
2847,BOYS CLUB OF NEW YORK INC,,13-5591750,NEW YORK,NY,501(C)3,58000,,FOR RECIPIENT'S EXEMPT PURPOSE
2848,BOYS CLUB OF WAKE COUNTY INC,,56-0863051,RALEIGH,NC,501(C)3,6300,,FOR RECIPIENT'S EXEMPT PURPOSE
2849,BOYS CLUBS & GIRLS CLUBS OF NEWPORT COUNTY INC,,05-0281572,NEWPORT,RI,501(C)3,15750,,FOR RECIPIENT'S EXEMPT PURPOSE
2850,BOYS GIRLS OF GREATER CINCINNATI INC,,31-0536965,CINCINNATI,OH,501(C)3,21427,,FOR RECIPIENT'S EXEMPT PURPOSE
2851,BOYS HOME INCORPORATED,,54-0505870,COVINGTON,VA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
2852,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,,20-3597185,PHILADELPHIA,PA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
2853,BOYS TO MEN MENTORING NETWORK INC,,33-0800308,SPRING VALLEY,CA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
2854,BOYS TOWN JERUSALEM FOUNDATION OF AMERICA INC,,11-5324002,NEW YORK,NY,501(C)3,49500,,FOR RECIPIENT'S EXEMPT PURPOSE
2855,BOYS WHO WRITE,,88-4379144,REDWOOD CITY,CA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
2856,BOZEMAN PUBLIC LIBRARY FOUNDATION INC,,81-0405940,BOZEMAN,MT,501(C)3,26500,,FOR RECIPIENT'S EXEMPT PURPOSE
2857,BOZEMAN SPORTS PARKS FOUNDATION INC,,47-2406189,BOZEMAN,MT,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2858,BPS FOUNDATION,,88-2260784,LAS VEGAS,NV,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
2859,BRAC USA INC,,20-8456741,NEW YORK,NY,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
2860,BRACC INSTITUTE,,56-1150494,CHAPEL HILL,NC,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
2861,BRACE FOR IMPACT 46 INC,,47-3124959,DEFIANCE,MO,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2862,BRADENS HOPE FOR CHILDHOOD CANCER,,27-3519273,OLATHE,KS,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2863,BRADFORD CONGREGATIONAL CHURCH UCC,,03-6006860,BRADFORD,VT,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2864,BRADFORD PUBLIC LIBRARY,,03-0181210,BRADFORD,VT,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2865,BRADLEY HOSPITAL FOUNDATION,,05-0500688,PROVIDENCE,RI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2866,BRADLEY IMPACT FUND INC,,45-4678325,MILWAUKEE,WI,501(C)3,3515000,,FOR RECIPIENT'S EXEMPT PURPOSE
2867,BRADLEY UNIVERSITY,,37-0661494,PEORIA,IL,501(C)3,245500,,FOR RECIPIENT'S EXEMPT PURPOSE
2868,BRADY CENTER TO PREVENT GUN VIOLENCE,,52-1285097,WASHINGTON,DC,501(C)3,280990,,FOR RECIPIENT'S EXEMPT PURPOSE
2869,BRAHMANANDA SARASWATI FOUNDATION,,26-2986750,FAIRFIELD,IA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
2870,BRAHMANANDA SARASWATI YAGYA FOUNDATION,,46-3250017,FAIRFIELD,IA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
2871,BRAILLE INSTITUTE OF AMERICA INC,,95-1641426,LOS ANGELES,CA,501(C)3,25500,,FOR RECIPIENT'S EXEMPT PURPOSE
2872,BRAIN CANCER ANSWER FOUNDATION,,92-2696949,REHOBOTH BCH,DE,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
2873,BRAIN INJURY SERVICES OF SWVA,,54-2011536,ROANOKE,VA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2874,BRAIN TUMOR COMPANION,,99-3300468,PHOENIX,AZ,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
2875,BRANCH OF NASHVILLE INC,,46-3153789,ANTIOCH,TN,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
2876,BRANCH SERVICES,,92-1280061,PORTOLA VALLY,CA,501(C)3,83337,,FOR RECIPIENT'S EXEMPT PURPOSE
2877,BRANCHES LONG ISLAND,,84-3187070,MIDDLE ISLAND,NY,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
2878,BRANDEIS HILLEL DAY SCHOOL - MARIN,,47-1253063,SAN RAFAEL,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
2879,BRANDEIS UNIVERSITY,,04-2103552,WALTHAM,MA,501(C)3,325800,,FOR RECIPIENT'S EXEMPT PURPOSE
2880,BRANDYWINE CONSERVANCY & MUSEUM OF ART,,51-6020908,CHADDS FORD,PA,501(C)3,104700,,FOR RECIPIENT'S EXEMPT PURPOSE
2881,BRANDYWINE VALLEY SOCIETY FOR THE PREVENTION OF CR,,23-1381030,WEST CHESTER,PA,501(C)3,19500,,FOR RECIPIENT'S EXEMPT PURPOSE
2882,BRAS FOR GIRLS,,87-1165075,SEATTLE,WA,501(C)3,75000,,FOR RECIPIENT'S EXEMPT PURPOSE
2883,BRATTLEBORO MUSEUM AND ART CENTER INC,,03-6016116,BRATTLEBORO,VT,501(C)3,1001000,,FOR RECIPIENT'S EXEMPT PURPOSE
2884,BRAVE CHURCH,,27-3428395,ENGLEWOOD,CO,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
2885,BRAVE SPACE ALLIANCE,,84-4538090,CHICAGO,IL,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
2886,BRAVEN INCORPORATED,,46-4340594,CHICAGO,IL,501(C)3,1055000,,FOR RECIPIENT'S EXEMPT PURPOSE
2887,BRAVER ANGELS INC,,13-3400377,NEW YORK,NY,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
2888,BRAVO COLORADO AT VAIL-BEAVER CREEK,,84-1074065,VAIL,CO,501(C)3,158000,,FOR RECIPIENT'S EXEMPT PURPOSE
2889,BRAZIL FOUNDATION,,13-4131482,NEW YORK,NY,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
2890,BRAZIL GOSPEL FELLOWSHIP MISSION,,37-6049690,SPRINGFIELD,IL,501(C)3,6700,,FOR RECIPIENT'S EXEMPT PURPOSE
2891,BRAZILIAN CHURCH OF HOPE,,20-8164129,BLOOMINGTON,MN,501(C)3,32030,,FOR RECIPIENT'S EXEMPT PURPOSE
2892,BRAZILIAN RESOURCE CENTER INC,,84-3802421,HYANNIS,MA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
2893,BRAZOS BEND STATE PARK VOLUNTEER ORGANIZATION,,76-0321913,NEEDVILLE,TX,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
2894,BRAZOS CHRISTIAN SCHOOL INC,,74-2199163,BRYAN,TX,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
2895,BRAZOS CHURCH PANTRY INC,,74-2449509,BRYAN,TX,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
2896,BRAZOS VALLEY COMMUNITY ACTION PROGRAMS,,81-3036685,BRYAN,TX,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
2897,BRAZOS VALLEY FOOD BANK INC,,74-2380446,BRYAN,TX,501(C)3,16500,,FOR RECIPIENT'S EXEMPT PURPOSE
2898,BREAD,,99-0480295,MESA,AZ,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
2899,BREAD & ROSES COMMUNITY FUND,,23-2047297,PHILADELPHIA,PA,501(C)3,112600,,FOR RECIPIENT'S EXEMPT PURPOSE
2900,BREAD FOR THE CITY INC,,52-1138207,WASHINGTON,DC,501(C)3,208600,,FOR RECIPIENT'S EXEMPT PURPOSE
2901,BREAD FOR THE WORLD INSTITUTE INC,,51-0175510,WASHINGTON,DC,501(C)3,763500,,FOR RECIPIENT'S EXEMPT PURPOSE
2902,BREAD LINE INC,,92-0111082,FAIRBANKS,AK,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
2903,BREAD OF LIFE ANGLICAN CHURCH - ITHACA NY,,46-1380087,ITHACA,NY,501(C)3,7200,,FOR RECIPIENT'S EXEMPT PURPOSE
2904,BREAD OF LIFE MISSION,,91-6057907,SEATTLE,WA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2905,BREAD PROJECT,,94-3363920,BERKELEY,CA,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
2906,BREADCOIN FOUNDATION LTD,,82-3636054,WASHINGTON,DC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2907,BREAK A DIFFERENCE,,85-0689103,BALTIMORE,MD,501(C)3,29743,,FOR RECIPIENT'S EXEMPT PURPOSE
2908,BREAKAWAY STUDENT MINISTRIES,,74-2659738,COLLEGE STA,TX,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
2909,BREAKTHROUGH,,74-2991346,AUSTIN,TX,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
2910,BREAKTHROUGH CORPORATION,,62-1834568,KNOXVILLE,TN,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
2911,BREAKTHROUGH NEW YORK INC,,27-0628927,NEW YORK,NY,501(C)3,15750,,FOR RECIPIENT'S EXEMPT PURPOSE
2912,BREAKTHROUGH OF GREATER PHILADELPHIA INC,,23-2789601,PHILADELPHIA,PA,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
2913,BREAKTHROUGH SILICON VALLEY,,26-2168102,SAN JOSE,CA,501(C)3,110100,,FOR RECIPIENT'S EXEMPT PURPOSE
2914,BREAKTHROUGH T1D,,23-1907729,NEW YORK,NY,501(C)3,3299715,,FOR RECIPIENT'S EXEMPT PURPOSE
2915,BREAKTHROUGH URBAN MINISTRIES INC,,36-3810926,CHICAGO,IL,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
2916,BREAKTIME UNITED INC,,84-2301372,BOSTON,MA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
2917,BREARLEY SCHOOL,,13-1623915,NEW YORK,NY,501(C)3,204300,,FOR RECIPIENT'S EXEMPT PURPOSE
2918,BREAST CANCER ALLIANCE INC,,06-1453500,GREENWICH,CT,501(C)3,40500,,FOR RECIPIENT'S EXEMPT PURPOSE
2919,BREAST CANCER PREVENTION PARTNERS,,94-3155886,SAN FRANCISCO,CA,501(C)3,79800,,FOR RECIPIENT'S EXEMPT PURPOSE
2920,BREAST CANCER RESEARCH FOUNDATION INC,,13-3727250,NEW YORK,NY,501(C)3,958164,,FOR RECIPIENT'S EXEMPT PURPOSE
2921,BREAST CANCER SUPPORT SERVICES OF BERKS COUNTY,,23-2762595,WEST READING,PA,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
2922,BREASTCANCER ORG,,23-3082851,ARDMORE,PA,501(C)3,69000,,FOR RECIPIENT'S EXEMPT PURPOSE
2923,BREASTFEEDING RESOURCE CENTER,,23-3049543,ABINGTON,PA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2924,BREATHESTRONG CF INC,,26-4020016,ATLANTA,GA,501(C)3,21504,,FOR RECIPIENT'S EXEMPT PURPOSE
2925,BRECK SCHOOL,,41-0693894,MINNEAPOLIS,MN,501(C)3,36000,,FOR RECIPIENT'S EXEMPT PURPOSE
2926,BRECKENRIDGE OUTDOOR EDUCATION CENTER,,84-0725560,BRECKENRIDGE,CO,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
2927,BREED STREET SHUL PROJECT INC,,95-4828764,LOS ANGELES,CA,501(C)3,13860,,FOR RECIPIENT'S EXEMPT PURPOSE
2928,BREEDLOVE FOODS INC,,26-2194373,LUBBOCK,TX,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
2929,BREMERTON SYMPHONY ASSOCIATION INC,,91-0836954,BREMERTON,WA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
2930,BRENT ELEY FOUNDATION,,84-1387528,AURORA,CO,501(C)3,23750,,FOR RECIPIENT'S EXEMPT PURPOSE
2931,BRENTWOOD BAPTIST CHURCH,,62-0945312,BRENTWOOD,TN,501(C)3,50984,,FOR RECIPIENT'S EXEMPT PURPOSE
2932,BRENTWOOD COUNTRY CLUB EMPLOYEE SCHOLARSHIP FUND,,82-5322354,LOS ANGELES,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2933,BRENTWOOD PRESBYTERIAN CHURCH,,95-1744351,LOS ANGELES,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2934,BRENTWOOD SCHOOL,,95-1426236,LOS ANGELES,CA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
2935,BRENTWOOD UNITED METHODIST CHURCH,,62-0546034,BRENTWOOD,TN,501(C)3,162800,,FOR RECIPIENT'S EXEMPT PURPOSE
2936,BRETHREN HOUSING ASSOCIATION,,25-1636220,HARRISBURG,PA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
2937,BRETTON WOODS COMMITTEE,,52-1372430,WASHINGTON,DC,501(C)3,27500,,FOR RECIPIENT'S EXEMPT PURPOSE
2938,BREVARD CHAMBER ORCHESTRA ASSOCIATION INC,,58-1477266,BREVARD,NC,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
2939,BREVARD COLLEGE CORPORATION,,56-0532297,BREVARD,NC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2940,BREVARD DAVIDSON RIVER PRESBYTERIAN CHURCH,,56-0672459,BREVARD,NC,501(C)3,7300,,FOR RECIPIENT'S EXEMPT PURPOSE
2941,BREVARD MUSIC CENTER INCORPORATED,,56-0729350,BREVARD,NC,501(C)3,129700,,FOR RECIPIENT'S EXEMPT PURPOSE
2942,BREWERY ARTS CENTER,,51-0183567,CARSON CITY,NV,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
2943,BREWING OPPORTUNITIES NFP,,83-1323671,ARLINGTON HTS,IL,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
2944,BRIAN MUHA MEMORIAL FOUNDATION INC,,34-1920357,WESTERVILLE,OH,501(C)3,43500,,FOR RECIPIENT'S EXEMPT PURPOSE
2945,BRIAR CLIFF UNIVERSITY,,42-0707124,SIOUX CITY,IA,501(C)3,30500,,FOR RECIPIENT'S EXEMPT PURPOSE
2946,BRIARWOOD PRESBYTERIAN CHURCH,,63-0653634,BIRMINGHAM,AL,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
2947,BRICK CHURCH SCHOOL,,13-5562386,NEW YORK,NY,501(C)3,24501,,FOR RECIPIENT'S EXEMPT PURPOSE
2948,BRICK STORE MUSEUM,,01-0238760,KENNEBUNK,ME,501(C)3,20600,,FOR RECIPIENT'S EXEMPT PURPOSE
2949,BRICKS ALLIANCE INC,,81-2056861,INDIANAPOLIS,IN,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
2950,BRIDGE ACADEMY AND COMMUNITY CENTER INC,,20-0881049,COATESVILLE,PA,501(C)3,27000,,FOR RECIPIENT'S EXEMPT PURPOSE
2951,BRIDGE BIBLE CHURCH OF THE MENNONITE BRETHREN,,20-0643904,BAKERSFIELD,CA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
2952,BRIDGE BOSTON FOUNDATION INC,,27-5256986,ROXBURY,MA,501(C)3,44000,,FOR RECIPIENT'S EXEMPT PURPOSE
2953,BRIDGE CHURCH FREDERICKSBURG INC,,83-3792693,FREDERICKSBRG,TX,501(C)3,27000,,FOR RECIPIENT'S EXEMPT PURPOSE
